_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
1399,,77,B,8.196,13.479,82.31,8.35,0.88,AC,266M NORTH OF MERSEA ROAD 8,"0.2 KM E OF W JUNCTION ESSEX RD 8, STAPLES",ART
1400,,77,B,13.479,22.515,93.41,9.55,0.84,AC,"0.2 KM E OF W JUNCTION ESSEX RD 8, STAPLES",0.04KM S OF ESSEX RD (COMBER),ART
1401,,77,B,22.515,24.3,77.85,9.66,1.94,CO,0.04KM S OF ESSEX RD (COMBER),HWY 401 O'PASS,ART
1402,,7,B,0,10.655,82.33,8.62,1.2,AC,HWY 115 IC,W LT BETHANY LONGFIELD DR,ART
1403,,7,B,10.655,17.841,90.22,9.59,1.31,AC,W LT BETHANY LONGFIELD DR,S JCT HWY 35,ART
1404,,7,B,17.841,19.395,74.52,7.92,1.4,AC,S JCT HWY 35,N JCT HWY 35,ART
1405,,7,B,19.395,25.8,91.82,9.55,1.05,AC,N JCT HWY 35,REG BDY NESBITT LINE,ART
1406,,7,B,25.8,33.519,73.8,7.98,1.57,AC,REG BDY NESBITT LINE,N.JCT DURHAM RD. 57,ART
1407,,7,B,33.519,43.68,93.03,9.67,1.04,AC,N.JCT DURHAM RD. 57,PORT PERRY PLAZA,ART
1408,,7,B,43.68,48.398,84.72,9.25,1.64,AC,PORT PERRY PLAZA,HWY 7/12-DURHAM RD 21,ART
1409,,8,B,43.272,56.719,79.31,8.11,0.99,AC,HWY 52 - PETER'S CORNERS,0.3 KM W OF HAMILTON RD 501-SAFARI RD,COL
1410,,8,B,56.719,61.357,91.68,9.57,1.1,AC,0.3 KM W OF HAMILTON RD 501-SAFARI RD,CAMBRIDGE-WATERLOO RD 43-BRANCHTON RD(S),COL
1411,,8,B,127.317,132.974,83.26,8.65,1.11,AC,416M W O'LOANE AVE,1.615 KM W OF PERTH RD 135,ART
1412,,8,B,132.974,144.193,90.94,9.16,0.7,AC,1.615 KM W OF PERTH RD 135,MITCHELL E. LTS.,ART
1413,,8,B,147.09,163.151,71.09,7.03,0.79,AC,MITCHELL W. LTS.,SEAFORTH E. LTS. CENTENNIAL DR.,ART
1414,,8,B,164.587,176.166,89.73,9.41,1.16,AC,SEAFORTH W. LTS.,CLINTON E LTS - RANSFORD ST,ART
1415,,8,B,178.126,194.778,89.99,9.37,1.08,AC,CLINTON W. LTS.,GODERICH S. LTS.,ART
1416,,8,E,73.036,75.663,79.32,8.06,0.93,AC,HWY 401 IC 278,KING ST IC (REG RD 8),FWY
1417,,8,E,75.663,78.147,90.14,9.27,0.94,AC,KING ST IC (REG RD 8),FAIRWAY RD IC,FWY
1418,,8,E,78.147,80.358,88.23,9.12,1.02,AC,FAIRWAY RD IC,HWY 7,FWY
1419,,8,W,72.365,75.663,84.67,8.7,0.99,AC,HWY 401 IC 278,KING ST IC (REG RD 8),FWY
1420,,8,W,75.663,78.147,91.88,9.52,1.01,AC,KING ST IC (REG RD 8),FAIRWAY RD IC,FWY
1421,,8,W,78.147,80.358,80.4,8.46,1.27,AC,FAIRWAY RD IC,HWY 7,FWY
1422,,85,N,0,1.8,83.88,8.43,0.77,AC,HWY 7 I/C (EXPRESS),LANCASTER ST,FWY
1423,,85,N,1.8,4.209,80.1,8.6,1.48,AC,LANCASTER ST,UNIVERSITY AVE,FWY
1424,,85,N,4.209,6.591,76.68,8.2,1.45,AC,UNIVERSITY AVE,KING ST N (REG RD 8),FWY
1425,,85,N,6.591,9.75,67.21,7.18,1.49,AC,KING ST N (REG RD 8),400 M N REG RD 15,FWY
1426,,85,S,0,1.8,81.34,8.43,1.11,AC,HWY 7 I/C (EXPRESS),LANCASTER ST,FWY
1427,,85,S,1.8,4.209,75.28,8.14,1.57,AC,LANCASTER ST,UNIVERSITY AVE,FWY
1428,,85,S,4.209,6.591,80.98,8.48,1.21,AC,UNIVERSITY AVE,KING ST N (REG RD 8),FWY
1429,,85,S,6.591,9.75,66.33,7.15,1.57,AC,KING ST N (REG RD 8),400 M N REG RD 15,FWY
1430,,85,N,0,1.8,69.06,7.11,1.16,AC,HWY 7 I/C (COLLECTOR),LANCASTER ST,FWY
1431,,85,S,0,1.8,78.91,8.56,1.59,AC,HWY 7 I/C (COLLECTOR),LANCASTER ST,FWY
1432,,89,B,5.4,8.677,87.93,9.31,1.28,AC,HWY 400 IC,COOKSTOWN E LTS,ART
1433,,89,B,9.911,14.226,92.98,9.57,0.92,AC,COOKSTOWN W LTS,0.2 KM E OF ESSA TWP 8TH LINE,ART
1434,,89,B,14.226,20,88.98,9.46,1.32,AC,0.2 KM E OF ESSA TWP 8TH LINE,ALLISTON E LTS (E JCT SIMCOE RD 10),ART
1435,,89,B,25.004,27.534,64.53,7.34,2.04,AC,ALLISTON W LTS (INDUSTRIAL PKWY),0.24 KM W OF SIMCOE RD. 50,ART
1436,,89,B,27.534,34.1,92.89,9.5,2.41,AC,0.24 KM W OF SIMCOE RD. 50,SIMCOE/DUFFERIN COUNTY BDY (ROSEMONT),ART
1437,,89,B,34.1,45.498,93.86,9.58,0.82,AC,SIMCOE/DUFFERIN COUNTY BDY (ROSEMONT),0.5KM EAST OF EAST JCT. OF HWY 10 (PRIMROSE),ART
1438,,89,B,45.498,46.1,82.71,8.83,1.4,AC,0.5KM EAST OF EAST JCT. OF HWY 10 (PRIMROSE),JCT. HWY 89 & HWY 10,ART
1439,,89,B,52,63.799,94.72,9.63,0.76,AC,SHELBURNE WEST LIMITS,JCT. HWYS 89 & WELL RD 25 (GRAND VALLEY RD),ART
1440,,89,B,63.799,74.099,96.33,9.73,0.67,AC,JCT. HWYS 89 & WELL RD 25 (GRAND VALLEY RD),2.9 KM W OF DUFFERIN-WELLINGTON BDY,ART
1441,,89,B,74.099,81.743,95.93,9.74,0.73,AC,2.9 KM W OF DUFFERIN-WELLINGTON BDY,0.3 KM E OF WELLINGTON/GREY RD 14,ART
1442,,89,B,81.743,94.184,76.27,8.17,1.47,AC,0.3 KM E OF WELLINGTON/GREY RD 14,MT FOREST E LTS (1.4 KM E OF HWY 6-MAIN ST),ART
1443,,89,B,97.32,111.787,94.54,9.56,0.7,AC,MOUNT FOREST W LTS-SLIGO RD,HARRISTON E LTS-MINTO GARAGE,ART
1444,,9,B,8.93,16.452,81.89,8.84,1.53,AC,0.560 KM E OF HWY 400 IC,SCHOMBERG - HWY 27,ART
1445,,9,B,16.452,26.492,77.65,8.28,1.42,AC,SCHOMBERG - HWY 27,0.3 KM W OF SIMCOE RD 10,ART
1446,,9,B,26.492,34.062,91.02,9.54,1.15,AC,0.3 KM W OF SIMCOE RD 10,2.4 KM W OF PEEL RD 50,ART
1447,,9,B,34.062,41.631,58.55,6.5,1.83,AC,2.4 KM W OF PEEL RD 50,1 KM W OF AIRPORT RD - PEEL RD 7,ART
1448,,9,B,41.631,49.803,66.37,7.32,1.77,AC,1 KM W OF AIRPORT RD - PEEL RD 7,S JCT HWYS 10 & 24,ART
1449,,9,B,118.425,127.498,95.14,9.55,0.6,AC,HARRISTON N LTS (CNR CROSSING),CLIFFORD S LTS,ART
1450,,9,B,129.192,140.606,74.86,8.22,1.72,AC,CLIFFORD N LTS - L57-58,MILDMAY S LTS - L 26-27,ART
1451,,9,B,142.381,150.501,92.03,9.48,0.94,AC,MILDMAY N LTS - L 24,SPORTSMAN CORS - WALKERTON,ART
1452,,9,B,150.501,163.905,87.25,9,1.66,AC,SPORTSMAN CORS - WALKERTON,BRUCE RD 4,ART
1453,,9,B,163.905,182.5,89.46,9.55,1.37,AC,BRUCE RD 4,BRUCE CTY RD 7 - RIPLEY RD,ART
1454,,9,B,182.5,190.503,94.97,9.75,0.87,AC,BRUCE CTY RD 7 - RIPLEY RD,KINCARDINE (JCT HWYS 9 & 21),ART
1455,,93,B,15.3,27.987,89.95,9.32,1.03,AC,HWY 400,WAVERLEY - HWY 27,COL
1456,,93,B,27.987,39.4,79.96,8.33,1.17,AC,WAVERLEY - HWY 27,HWY 12,COL
1457,,94,B,0,3.113,89.94,9.43,1.16,AC,HIGHWAY 654,OLD HIGHWAY 11 - CALLANDER BYPASS,LOC
1458,,94,B,3.113,12.4,56.09,6.42,2.06,AC,OLD HIGHWAY 11 - CALLANDER BYPASS,HWY 17,LOC
1459,,1000,B,0,9.304,87.12,9.06,1.09,AC,WEST JCT OF HWY 2,ROSE ISLAND LANE,COL
1460,,1000,B,9.304,20.583,76.71,8.24,1.5,AC,ROSE ISLAND LANE,NARROWS LANE RD,COL
1461,,1000,B,20.583,33.571,74.33,8.1,1.65,AC,NARROWS LANE RD,BROWNS BAY PARK,COL
1462,,1000,B,33.571,37.3,87.81,9.18,1.14,AC,BROWNS BAY PARK,EAST JUNCTION OF HIGHWAY 2,COL
1463,,7045,B,0,1.49,61.43,8.37,4.85,ST,MACINTYRE RD JCT OF HWY 17,MACINTYRE RD JCT OF TROUT LAKE RD,LOC
1464,,7088,B,0,1.645,65.34,7.78,3.17,ST,HAVILLAND SHORES DR,HAVILLAND SHORES DR W JCT OF HWY 17,LOC
1465,,7089,B,0,0.67,69.11,8.84,4.22,ST,"HAVILLAND SHORES DR E, S JCT OF HWY 17","HAVILLAND SHORES DR E, N JCT OF HWY 17",LOC
1466,,7090,B,0,1.662,68.16,8.11,2.48,AC,HARMONY BEACH RD S JCT OF HWY 17,HARMONY BEACH RD N JCT OF HWY 17,LOC
1467,,7122,B,0,0.703,58.85,9.11,6.53,ST,OLD HWY 129 S JCT OF HWY 129,OLD HWY 129 N JCT OF HWY 129,LOC
1468,,7148,B,1.45,8.018,83.24,9.1,1.66,AC,MOSLEY STREET (SIMCOE RD 92),COLLINGWOOD E LTS (0.3KM E OF SIXTH LINE),LOC
1469,,7162,B,0,0.87,74.6,8.41,1.98,AC,JCT HWY 520,HWY 11 - N ENT TO BURKS FALLS,LOC
1470,,7172,B,0,0.7,69.67,7.62,1.69,AC,JCT OF HWY 101 / YOUNG ST,JCT OF RAILWAY AVE / YOUNG ST,LOC
1471,,7188,B,0,7.75,67.1,7.46,1.84,AC,OLD HWY 11 SUNSET PASS DR.,S JCT HWY 520,LOC
1472,,7285,B,0,1,53.3,5.23,1.19,ST,MCVITTIE RD AND NELSON RD,NELSON RD AND OLD HWY 69 (ESTAIRE RD),LOC
1473,,7286,B,0,0.7,51.54,6.66,2.96,AC,GLADU RD,HWY 69,LOC
1474,,7287,B,0.265,2.31,72.42,8.98,3.84,ST,NOBEL RD (HWY 7909),HWY 559,LOC
1475,,7289,B,0,6.128,73.08,7.66,1.28,AC,HWY 400 (I/C 189),MUSKOKA ROAD 169,LOC
1476,,7289,B,6.128,21.9,55.53,6.17,1.84,AC,MUSKOKA ROAD 169,S JCT OF HWY141,LOC
1477,,7290,B,0,2.64,73.95,9,2.78,AC,N JCT OF HWY141,N JCT OF HWY 400,LOC
1478,,7291,B,0.156,2.65,74.43,8.29,1.86,AC,JCT OF HWY 11,JCT OF HWY 124,LOC
1479,,7292,B,0,0.623,49.6,7.41,4.11,AC,JCT OF HWY 7291 (MUSKOKA RD),END OF HWY,LOC
1480,,7293,B,0,0.17,68.6,9.28,3.82,AC,JCT OF HWY 7294 (SUNNY RIDGE RD),END OF HWY,LOC
1481,,7294,B,0,0.93,65,7.37,2.01,AC,JCT OF HWY 124,END OF HWY,LOC
1482,,7295,B,0,1.142,83.66,9,1.48,AC,PEVENSEY RD,END OF HWY,LOC
1483,,7296,B,0,2.61,70.24,7.85,1.89,AC,ROBINS RD,END OF HWY,LOC
1484,,7297,B,0,0.933,55.6,6.77,2.55,AC,OKE DR,END OF HWY,LOC
1485,,7298,B,0,2,74.42,8.89,2.58,AC,ONTARIO ST IC,END OF HWY,LOC
1486,,7299,B,0,7.252,67.95,7.54,1.82,AC,LOVERING LAKE RD,BURWASH RD,LOC
1487,,7300,B,0,5.1,97.34,10,0.65,ST,GOVERNMENT RD - N END OF SPANISH R BR,SAGAMOC FIRST NATION BOUNDARY,LOC
1488,,7909,B,0,6.14,75.55,8.34,1.77,AC,LAKE FOREST DR,HWY 559,LOC
1489,,7910,B,0,1.6,75.42,7.91,1.27,AC,HWY 400 IC,HWY 7909 (NOBEL RD),LOC
1490,,502,B,0,28.718,92.07,9.39,0.83,AC,JCT HWY 11,.2 KM N OF BIG SAWBILL LAKE RD,COL
1491,,502,B,28.718,47.088,82.23,8.47,1.04,AC,.2 KM N OF BIG SAWBILL LAKE RD,0.8KM S OF GRAVE RD,COL
1492,,502,B,47.088,65.967,59.85,6.66,1.85,AC,0.8KM S OF GRAVE RD,0.1KM S OF TROUT RD,COL
1493,,502,B,65.967,102.696,90.71,9.36,0.97,AC,0.1KM S OF TROUT RD,7.2 KM N OF RATTLESNAKE CREEK,COL
1494,,502,B,102.696,139.944,89.77,9.24,0.95,AC,7.2 KM N OF RATTLESNAKE CREEK,1.6 KM S OF CENTURY RD,COL
1495,,502,B,139.944,151.4,88.89,9.19,1.01,AC,1.6 KM S OF CENTURY RD,JUNCTION HIGHWAY 594,COL
1496,,510,B,0,2.8,59.02,7.56,3.96,ST,MAGNETAWAN-SPARKS ST - HWY 520,HWY 124,LOC
1497,,516,B,0,36.7,74.24,8.27,2.36,ST,SEC HWY 599,0.5 KM W OF TRIPOLI RD,LOC
1498,,516,B,36.7,73.654,75.83,8.51,2.46,ST,0.5 KM W OF TRIPOLI RD,VERMILION RIVER RD,LOC
1499,,516,B,73.654,103.73,76.37,8.03,1.29,AC,VERMILION RIVER RD,SEC HWY 642,LOC
1500,,518,B,15.288,18.734,53.49,5.74,1.59,AC,KEARNY W LTS,4KM E OF HWY 592,LOC
1501,,518,B,18.734,22.911,53.24,5.87,1.78,AC,4KM E OF HWY 592,JCT STAR LAKE ROAD (EMSDALE),LOC
1502,,518,B,22.911,25.377,82.26,9.31,2.04,AC,JCT STAR LAKE ROAD (EMSDALE),N JCT HWY 11/518 IC,LOC
1503,,518,B,25.377,38.6,73.79,7.82,1.38,AC,N JCT HWY 11/518 IC,13KM W OF HWY 11 - SPRUCEDALE W LMT,LOC
1504,,518,B,38.6,42.849,64.95,7.58,2.92,ST,13KM W OF HWY 11 - SPRUCEDALE W LMT,BORDEAU RD-MCMURRICH TWP,LOC
1505,,518,B,42.849,49.062,53.1,6.93,4,ST,BORDEAU RD-MCMURRICH TWP,BEAR LAKE BR,LOC
1506,,518,B,49.062,57.101,65.32,7.76,3.15,ST,BEAR LAKE BR,8.0 KM W OF BEAR LAKE BR,LOC
1507,,518,B,57.101,61.737,58.51,7.22,3.5,ST,8.0 KM W OF BEAR LAKE BR,CHRISTIE/MONTEITH TOWNSHIP LINE,LOC
1508,,518,B,61.737,70.489,63.61,7.57,3.14,ST,CHRISTIE/MONTEITH TOWNSHIP LINE,JAMES STREET (ORRVILLE),LOC
1509,,518,B,70.489,74.031,68.67,7.07,1.73,AC,JAMES STREET (ORRVILLE),TALLY HO SWORDS RD,LOC
1510,,518,B,74.031,81.174,93.18,9.6,0.93,AC,TALLY HO SWORDS RD,6.29KM EAST OF HWY 400/518 IC,LOC
1511,,518,B,81.174,87.767,92.6,9.64,1.06,AC,6.29KM EAST OF HWY 400/518 IC,400 M WEST OF HWY 400/518 IC,LOC
1512,,519,B,0,16.416,86.84,8.82,0.84,AC,JCT HWY 17,15.9KM N OF JCT HWY 17,LOC
1513,,519,B,16.416,30.47,83.18,8.44,0.87,AC,15.9KM N OF JCT HWY 17,END OF HWY AT DUBREUILVILLE,LOC
1514,,520,B,0,1.211,76.22,8.24,1.56,AC,HIGHWAY 11 - S ENT TO BURKS FALLS,BURKS FALLS S LTS (BURKS FALLS SIGN),LOC
1515,,520,B,2.3,3.613,84.94,9.27,1.64,AC,JCT HWY 7162 (ONTARIO ST),1.2 KM W OF ONTARIO ST (ALICE ST),LOC
1516,,520,B,3.613,13.888,82.43,8.93,1.95,ST,1.2 KM W OF ONTARIO ST (ALICE ST),LAKEVIEW DR W,LOC
1517,,520,B,13.888,24.195,79.1,8.51,1.86,ST,LAKEVIEW DR W,MAGNETAWAN MUNICIPAL PARK ENT,LOC
1518,,520,B,24.195,25.318,62.38,6.56,2.02,AC,MAGNETAWAN MUNICIPAL PARK ENT,0.2 KM W OF HWY 510,LOC
1519,,520,B,25.318,27.8,58.64,6.49,1.81,AC,0.2 KM W OF HWY 510,EAST JCT HWY 124,LOC
1520,,520,B,43.22,47.351,57.97,7.1,3.4,ST,W JCT HWY 124,110M S OF NELSON CLELLAND RD,LOC
1521,,520,B,47.351,68.52,72.6,8.42,2.9,ST,110M S OF NELSON CLELLAND RD,END OF HWY (ARDBEG - CLEAR LAKE RD),LOC
1522,,522,B,0,2.56,88.85,9.42,1.29,AC,HWY 11/MCFADDEN LINE,HWY 522B/MAIN ST,LOC
1523,,522,B,3.129,21.762,93.97,9.68,0.92,AC,BARRETT ST(N)TROUT CREEK,6.8KM E OF HWY 524 (E. OF COMMANDA),LOC
1524,,522,B,21.762,37.525,64.89,7.15,1.76,AC,6.8KM E OF HWY 524 (E. OF COMMANDA),8.6 KM W OF HWY 524,LOC
1525,,522,B,37.525,55.024,54.25,5.86,1.64,AC,8.6 KM W OF HWY 524,26.2 KM W OF HWY 524,LOC
1526,,522,B,55.024,62.021,54.73,6.38,2.19,AC,26.2 KM W OF HWY 524,32.8KM W OF HWY 524 (PORT LORING W. LMT.),LOC
1527,,522,B,62.021,71.07,78.38,8.73,2.35,ST,32.8KM W OF HWY 524 (PORT LORING W. LMT.),TORONADOS RD (FORMERLY ROGERSONS RD),LOC
1528,,522,B,71.07,82.308,73.66,8.34,2.58,ST,TORONADOS RD (FORMERLY ROGERSONS RD),ESS NARROWS BRIDGE,LOC
1529,,522,B,82.308,109.36,83.59,9.07,1.96,ST,ESS NARROWS BRIDGE,HIGHWAY 69,LOC
1530,,522,B,0,1.937,83.41,8.98,1.49,AC,HWY 522/MAIN ST,HEMLOCK RD,LOC
1531,,523,B,0,20.087,73.46,8.45,2.79,ST,NIPPISSING-HASTINGS COUNTY SIGN,HWY 60,LOC
1532,,524,B,0,4.6,77.32,8.85,2.74,ST,SEC HWY 522,SEC HWY 534,LOC
1533,,525,B,0,27.005,69.64,8.39,3.39,ST,SEC HWY 596,WHITE DOG FALLS DAM,LOC
1534,,525,B,27.005,35.45,63.27,8.6,4.89,ST,WHITE DOG FALLS DAM,ISLINGTON IND RES S LTS,LOC
1535,,526,B,0,3.6,85.5,9.47,1.8,AC,HWY 69,BRITT POST OFFICE,LOC
1536,,527,B,0,11.621,94.99,9.61,0.7,AC,HWYS 11/17,11.6KM NORTH OF HIGHWAYS 11/17,COL
1537,,527,B,11.621,39.641,85.9,8.7,0.82,AC,11.6KM NORTH OF HIGHWAYS 11/17,39.9KM N OF HWY 11/17 (DOG RIVER CULV),COL
1538,,527,B,39.641,55.27,80.24,8.08,0.83,AC,39.9KM N OF HWY 11/17 (DOG RIVER CULV),10.6 KM N OF DORION RD -DORION CUT OFF,COL
1539,,527,B,55.27,71.37,91.83,9.56,1.06,AC,10.6 KM N OF DORION RD -DORION CUT OFF,OLD PIPLINE SIDE ROAD (W),COL
1540,,527,B,71.37,97.4,94.97,9.74,0.86,AC,OLD PIPLINE SIDE ROAD (W),3.15KM N OF LAC DES ILES MINE RD,COL
1541,,527,B,97.4,122.19,90.31,9.54,1.24,AC,3.15KM N OF LAC DES ILES MINE RD,ROAD 33 (E),COL
1542,,527,B,122.19,145.372,93.26,9.66,0.99,AC,ROAD 33 (E),HURKETT RD (BLACK SURGEON RD),COL
1543,,527,B,145.372,175.364,79.68,9.72,2.81,ST,HURKETT RD (BLACK SURGEON RD),5.7 KM N OF GULL R BR,COL
1544,,527,B,175.364,197.147,61.93,7.14,2.75,ST,5.7 KM N OF GULL R BR,KOPKA R BR,COL
1545,,527,B,197.147,235.48,73.13,8.3,2.61,ST,KOPKA R BR,1ST AVE - ARMSTRONG,COL
1546,,528,B,0,13.5,52.49,5.93,2.48,ST,LAFRENIERE'S CORS-HWY 64,WOLSELEY BAY (END OF HWY),LOC
1547,,528,B,0,5.1,69.9,8.7,3.84,ST,SEC HWY 528,PINE COVE (END OF HWY),LOC
1548,,529,B,0,6.783,59.09,8.61,5.67,ST,S JCT HWY 69,SEC HWY 529A-BAYFIELD RD,LOC
1549,,529,B,6.783,23.138,54.9,6.98,3.76,ST,SEC HWY 529A-BAYFIELD RD,0.5 KM SOUTH OF SECONDARY HIGHWAY 645,LOC
1550,,529,B,23.138,25.792,70.21,9.38,4.9,ST,0.5 KM SOUTH OF SECONDARY HIGHWAY 645,NORTH JUNCTION HIGHWAY 69,LOC
1551,,529,B,0,4.5,81.99,9.5,2.96,ST,SEC HWY 529,BAYFIELD-BAYFIELD LODGE,LOC
1552,,531,B,0,3.5,81.79,8.6,1.25,AC,BONFIELD-TWP RD C 8-9,HWY 17,LOC
1553,,532,B,0,5.892,63.83,6.88,1.58,AC,SEC HWY 556,0.4KM N OF ACHIGAN CR BR,LOC
1554,,532,B,5.892,9.172,77.88,8.46,2,ST,0.4KM N OF ACHIGAN CR BR,4.3KM N OF ACHIGAN CR BR,LOC
1555,,533,B,1.031,4.78,87.94,9.4,1.39,AC,1KM N OF HWY 17 MATTAWA,SEC HWY 656 - LA CAVE RD,LOC
1556,,533,B,4.78,15.125,72.57,9.18,3.17,ST,SEC HWY 656 - LA CAVE RD,FOREST ACRES RD (W),LOC
1557,,533,B,15.125,37.752,80.82,9.37,2.96,ST,FOREST ACRES RD (W),14.3KM E OF HWY 63,LOC
1558,,533,B,37.752,52.012,66.07,7.62,2.78,ST,14.3KM E OF HWY 63,HWY 63,LOC
1559,,534,B,0,13.324,80.35,8.9,2.28,ST,0.2 KM S OF POWASSAN - HWY 11,JUNCTION HIGHWAY 654,LOC
1560,,534,B,13.324,26.937,71.48,7.68,1.89,ST,JUNCTION HIGHWAY 654,3.4 KM EAST OF HWY 524,LOC
1561,,534,B,26.937,31.737,77.77,8.99,2.89,ST,3.4 KM EAST OF HWY 524,1.4 KM W OF JCT HWY 524 BEAUDRY CREEK,LOC
1562,,534,B,31.737,34.823,68.2,8.12,3.21,ST,1.4 KM W OF JCT HWY 524 BEAUDRY CREEK,RESTOULE-COMMANDA LAKE RD,LOC
1563,,534,B,34.823,43.854,63.42,7.81,3.57,ST,RESTOULE-COMMANDA LAKE RD,PATTERSON LAKE RD (PARK ENTRANCE),LOC
1564,,535,B,0,0.695,39.6,4.35,1.78,AC,NOELVILLE-HWY 64,0.7KM N OF HWY 64,LOC
1565,,535,B,0.695,8.155,85.34,8.9,1.14,AC,0.7KM N OF HWY 64,8.1 KM N. JCT. HWY. 64,LOC
1566,,535,B,8.155,20.332,54.99,6.12,1.85,AC,8.1 KM N. JCT. HWY. 64,20.2 KM N OF HWY 64,LOC
1567,,535,B,20.332,26.9,59.99,6.65,1.82,AC,20.2 KM N OF HWY 64,ST CHARLES - MAIN ST/KING ST E INT,LOC
1568,,535,B,26.9,38.472,65.48,7.09,1.61,AC,ST CHARLES - MAIN ST/KING ST E INT,HAGAR - HWY 17,LOC
1569,,535,B,38.472,40.175,67.2,7.89,2.34,AC,HAGAR - HWY 17,0.1 KM N OF ROY LUMBER CO ENT,LOC
1570,,535,B,40.175,48.77,70.86,8.07,2.64,ST,0.1 KM N OF ROY LUMBER CO ENT,END OF HWY - LABELLE RD(E) SAUVE RD(W),LOC
1571,,537,B,0,3.04,80.19,8.87,1.79,AC,HWY 7279 (OLD HWY 69),0.3KM E OF HWY 7042 (OLD WANUP RD),LOC
1572,,537,B,3.04,16.115,77.34,9.17,2.41,ST,0.3KM E OF HWY 7042 (OLD WANUP RD),FINNI RD - DRYDEN (3.6KM S OF HWY 17),LOC
1573,,538,B,0,5.6,71.29,9.57,5.02,ST,NORTH SHORE - E JCT HWY 17,NORTH SHORE - W JCT HWY 17,LOC
1574,,539,B,0,0.516,82.57,9.39,2.09,AC,WARREN - HWY 17,WARREN N LTS (LAFONTAINE AV),LOC
1575,,539,B,0.516,8.751,81.16,9.12,2.49,ST,WARREN N LTS (LAFONTAINE AV),3.3 KM N OF JCT SUDBURY/NIPPISSING BDY,LOC
1576,,539,B,8.751,13.152,54.41,6.44,2.97,ST,3.3 KM N OF JCT SUDBURY/NIPPISSING BDY,7.7 KM N OF JCT SUDBURY/NIPPISSING BDY,LOC
1577,,539,B,13.152,14.856,75.56,9.14,3.54,ST,7.7 KM N OF JCT SUDBURY/NIPPISSING BDY,MONROE RD,LOC
1578,,539,B,14.856,21.714,79.65,9.42,3.26,ST,MONROE RD,ROBERTS/GUILLEMETTE RD,LOC
1579,,539,B,21.714,23.4,80.88,9.17,2.62,ST,ROBERTS/GUILLEMETTE RD,SEC HWY 539A,LOC
1580,,539,B,23.4,36.998,84.97,9.32,2.12,ST,SEC HWY 539A,FIELD - HIGHWAY 64,LOC
1581,,539,B,0,5.792,78.92,9.41,3.37,ST,SEC HWY 539,TERT RD 805,LOC
1582,,540,B,0.999,18.656,69.11,7.05,1.08,AC,LITTLE CURRENT S LTS,17.6 KM W OF LITTLE CURRENT,LOC
1583,,540,B,18.656,44.266,92.49,9.55,0.96,AC,17.6 KM W OF LITTLE CURRENT,KAGAWONG-YOUNGE AND MAIN ST INT,LOC
1584,,540,B,44.266,60.3,75.32,7.72,1.06,AC,KAGAWONG-YOUNGE AND MAIN ST INT,GORE BAY E JCT (540B & 542),LOC
1585,,540,B,60.3,64.771,66.42,8.3,2.89,ST,GORE BAY E JCT (540B & 542),JCT SMITHS BAY RD/NOBLE SIDE RD,LOC
1586,,540,B,64.771,66.816,67.96,8.18,3.35,ST,JCT SMITHS BAY RD/NOBLE SIDE RD,SECONDARY HWY 540A (AIRPORT RD),LOC
1587,,540,B,66.816,70.839,80.96,9.17,2.6,ST,SECONDARY HWY 540A (AIRPORT RD),GORDON TOWNSHIP - CONCESSION 4,LOC
1588,,540,B,70.839,82.294,69.71,8.99,4.36,ST,GORDON TOWNSHIP - CONCESSION 4,ADANAC RD (W. LTS OF EVANSVILLE),LOC
1589,,540,B,82.294,85.116,50.8,6.42,3.59,ST,ADANAC RD (W. LTS OF EVANSVILLE),BELL RD,LOC
1590,,540,B,85.116,89.933,60.15,7.39,3.48,ST,BELL RD,AINSLIE RD (N) MISERY BAY PARK RD (S),LOC
1591,,540,B,89.933,101.761,63.25,7.92,3.78,ST,AINSLIE RD (N) MISERY BAY PARK RD (S),SILVER WATER - BURNT ISLAND RD,LOC
1592,,540,B,101.761,103.8,63.36,8.3,4.38,ST,SILVER WATER - BURNT ISLAND RD,KEMP LAKE RD,LOC
1593,,540,B,103.8,115.994,81.31,9.56,3.18,ST,KEMP LAKE RD,ESSING RD,LOC
1594,,540,B,115.994,128.492,77.19,8.93,2.9,ST,ESSING RD,MELDRUM BAY - MCDONALD AVE,LOC
1595,,540,B,0,5.8,77.43,9.18,3.27,ST,SEC HWY 540,BARRIE ISLAND RD 5TH SIDEROAD,LOC
1596,,540,B,0,1.021,81.61,8.58,1.25,AC,E JCT SEC HWYS 540 & 542,GORE BAY EAST LIMITS,LOC
1597,,540,B,3.751,5.1,83.39,9.25,2.3,ST,GORE BAY WEST LIMITS,WEST JCT SEC HWY 540,LOC
1598,,542,B,0,2.083,83.1,9.38,2.56,ST,HWY 6,2.1 KM N OF HWY 6,LOC
1599,,542,B,2.083,9.373,69.49,7.99,2.76,ST,2.1 KM N OF HWY 6,9.1KM W OF HWY 6 (TRAILS END RD),LOC
1600,,542,B,9.373,15.749,77.07,9.32,3.56,ST,9.1KM W OF HWY 6 (TRAILS END RD),MINDEMOYA 1KM E OF JCT 551,LOC
