_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
581,,28,B,0,14.548,74.48,8,1.51,AC,HWY 7,1.0 KM N OF STRICKLAND ST (LAKEFIELD),ART
582,,28,B,14.548,16.969,90.16,9.46,1.17,AC,1.0 KM N OF STRICKLAND ST (LAKEFIELD),180 M N OF DOURO 5TH LINE,ART
583,,28,B,16.969,21.27,83.5,8.76,1.21,AC,180 M N OF DOURO 5TH LINE,300M N OF CO RD 20 (YOUNG'S POINT),ART
584,,28,B,21.27,30.833,70.94,7.55,1.44,AC,300M N OF CO RD 20 (YOUNG'S POINT),100M S OF CO RD 36  (BURLEIGH FALLS),ART
585,,28,B,30.833,49.824,94.23,9.63,0.83,AC,100M S OF CO RD 36  (BURLEIGH FALLS),1.1 KM S OF LONG LAKE RD (GAS STA),ART
586,,28,B,49.824,57.635,87.67,9.23,1.22,AC,1.1 KM S OF LONG LAKE RD (GAS STA),PETERBOROUGH CTY RD 504 (APSLEY),ART
587,,28,B,57.635,72.463,78,8.25,1.34,AC,PETERBOROUGH CTY RD 504 (APSLEY),2.47 KM S OF GLACIAL TILL TR (CTY BDY),ART
588,,28,B,72.463,86.464,90.9,9.48,1.09,AC,2.47 KM S OF GLACIAL TILL TR (CTY BDY),2.1 KM S OF CROWE RIVER BRIDGE,ART
589,,28,B,86.464,99.061,81.62,8.44,1.08,AC,2.1 KM S OF CROWE RIVER BRIDGE,BANCROFT S LTS,ART
590,,28,B,102.78,112.862,92.05,9.59,1.07,AC,BANCROFT EAST LIMITS,YORK RIVER BRIDGE,COL
591,,28,B,112.862,127.619,92.68,9.59,0.99,AC,YORK RIVER BRIDGE,LITTLE MISSISSIPPI R BR (MCARTHUR MILLS),COL
592,,28,B,127.619,143.617,91.31,9.56,1.13,AC,LITTLE MISSISSIPPI R BR (MCARTHUR MILLS),CO RD 514 (HARDWOOD LAKE),COL
593,,28,B,143.617,162.261,79.23,8.57,1.56,AC,JCT OF HWY 28/CTY RD 514(SCHUTT RD),HWY. 41,COL
594,,3,B,5.65,14.827,93.09,9.7,1.06,AC,FT ERIE - ROSE HILL RD,NIAGARA RD 112 - POINT ALBINO RD N,ART
595,,3,B,14.827,19.313,93.77,9.7,0.97,AC,NIAGARA RD 112 - POINT ALBINO RD N,SHERKSTON RD,ART
596,,3,B,19.313,22.393,93.48,9.7,1.01,AC,SHERKSTON RD,EAST JCT NIAGARA RD 5 - KILLALY ST,ART
597,,3,B,22.393,26.73,92.7,9.69,1.1,AC,EAST JCT NIAGARA RD 5 - KILLALY ST,HWY 140,ART
598,,3,B,30.06,37.236,92.38,9.57,1,AC,PORT COLBORNE WEST LIMITS (TOWNLINE RD),NIAGARA REGIONAL RD 3 (LONG BEACH RD),ART
599,,3,B,37.236,53.157,93.22,9.65,0.99,AC,NIAGARA REGIONAL RD 3 (LONG BEACH RD),NIAGARA/HALDIMAND REGIONAL BNDRY,ART
600,,3,B,53.158,61.776,80.88,8.41,1.14,AC,NIAGARA/HALDIMAND REGIONAL BNDRY,DUNNVILLE E LTS,ART
601,,3,B,66.451,84.963,72.5,7.78,1.51,AC,DUNNVILE W LTS (HALDIMAND RD 15),HALDIMAND RD 56,ART
602,,3,B,84.963,91.565,64.32,7.23,1.94,AC,HALDIMAND RD 56,CAYUGA E LT,ART
603,,3,B,92.776,99.652,85.43,8.79,0.99,AC,CAYUGA W LT,60 M W DRY LAKE RD,ART
604,,3,B,99.652,114.172,83.45,8.82,1.29,AC,60 M W DRY LAKE RD,JARVIS E LT,ART
605,,3,B,115.841,124.866,91.96,9.46,0.93,AC,JARVIS W LT,NORFOLK RD 5 (RENTON),ART
606,,3,B,124.866,130.352,90.87,9.37,0.96,AC,NORFOLK RD 5 (RENTON),SIMCOE E LTS,ART
607,,3,B,134.458,148.4,92.45,9.46,0.86,AC,SIMCOE W LTS,DELHI S LTS,ART
608,,3,B,150.441,160.958,94.66,9.72,0.88,AC,DELHI W LT,310 M E ELGIN RD 38 (COURTLAND),ART
609,,3,B,160.958,166.241,93.03,9.65,1.01,AC,310 M E ELGIN RD 38 (COURTLAND),SIMCOE ST (OXFORD RD 51),ART
610,,3,B,166.241,171.16,82.33,8.98,1.63,AC,SIMCOE ST (OXFORD RD 51),CNR X-ING TILLSONBURG,ART
611,,3,B,171.16,185.217,89.58,9.2,0.93,AC,CNR X-ING TILLSONBURG,CARTER RD,ART
612,,3,B,185.217,192.777,89.83,9.35,1.08,AC,CARTER RD,AYLMER E LTS,ART
613,,3,B,194.793,207.251,84.13,8.8,1.18,AC,AYLMER W LT,ST THOMAS W LT (S JCT CENTENNIAL),ART
614,,3,B,207.251,208.437,77.7,8.37,1.52,AC,ST THOMAS W LT (S JCT CENTENNIAL),N JCT CENTENNIAL,ART
615,,3,B,208.437,214.339,86.4,9.32,1.5,AC,N JCT CENTENNIAL,ELGIN RD 25 (WELLINGTON RD ),ART
616,,3,B,214.339,218.086,87.76,9.48,1.51,AC,ELGIN RD 25 (WELLINGTON RD ),JCT HWY 4 (TALBOTVILLE),ART
617,,3,B,363.051,369.05,92.17,9.48,0.92,AC,HWY 77,E JCT ESSEX REG RD 34,ART
618,,3,B,369.05,373.874,71.6,7.6,1.41,AC,E JCT ESSEX REG RD 34,0.8 KM W OF UPCOTT SDRD,ART
619,,3,B,373.874,379.074,79.4,8.51,1.46,AC,0.8 KM W OF UPCOTT SDRD,0.5 KM W OF ESSEX RD 27,ART
620,,3,B,379.074,384.5,87.59,9,0.96,AC,0.5 KM W OF ESSEX RD 27,0.3 KM E OF ESSEX RD 23,ART
621,,3,B,384.5,387.737,75.83,8.21,1.58,AC,0.3 KM E OF ESSEX RD 23,0.914KM E OF ESSEX ROAD 8,ART
622,,3,B,395.077,401.749,81.15,9.45,1.87,PC,0.526KM W OF JCT ESSEX RD 34,HWY 401,ART
623,,3,E,387.737,395.077,85.58,9.77,1.67,PC,0.914KM E OF ESSEX ROAD 8,0.526KM W OF JCT ESSEX RD 34,ART
624,,3,W,387.737,395.077,83.08,9.75,1.88,PC,0.914KM E OF ESSEX ROAD 8,0.526KM W OF JCT ESSEX RD 34,ART
625,,33,B,8.048,14.828,86.98,9.52,1.66,AC,FRONTENAC RD 2-COLLINS BAY RD,.2 KM WEST OF EDGEWOOD ROAD,COL
626,,33,B,14.828,22.31,92.89,9.5,1.92,AC,.2 KM WEST OF EDGEWOOD ROAD,BATH-0.4 KM W OF MILLHAVEN PEN ENT,COL
627,,33,B,25.154,38.641,74.43,8.27,1.84,AC,0.1 KM E OF BATH W LTS (0.5 KM W OF FACTORY L,CONWAY - HAMBURG RD,COL
628,,33,B,38.641,51.848,75.38,8.08,1.48,AC,CONWAY - HAMBURG RD,GLENORA WEST FERRY DOCK,COL
629,,33,B,51.898,59.392,91.25,9.55,1.13,AC,GLENORA WEST FERRY DOCK,PICTON E LTS,COL
630,,33,B,62.135,67.121,86.74,9.15,1.25,AC,PICTION W LTS,BLOOMFIELD E LTS,COL
631,,34,B,0.694,5.986,67.8,7.9,2.28,AC,HWY 417,VANKLEEK HILLS S LTS C-4,ART
632,,34,B,7.572,16.354,69.92,7.69,1.74,AC,VANKLEEK HILLS N LTS C-5,HAWKSBURY S LTS - CNR X-ING,ART
633,,35,B,18.814,20.342,92.89,9.5,1.67,AC,NEWCASTLE - HWY 115,DURHAM-REG. RD. 20,ART
634,,35,B,20.342,30.443,75.48,7.72,1.04,AC,DURHAM-REG. RD. 20,S JCT HWY 7A(TO BETHANY),ART
635,,35,B,31.943,48.446,80.83,8.71,1.51,AC,N JCT HWY 7A,1.5 KM S OF S JCT HWY 7 (LINDSAY BYPASS),ART
636,,35,B,48.446,49.943,78.24,8.59,1.71,AC,1.5 KM S OF S JCT HWY 7 (LINDSAY BYPASS),S JCT. HWYS 7 & 7B - LINDSAY BYPASS,ART
637,,35,B,55.423,72.574,76.21,7.86,1.11,AC,NORTH JUNCTION HIGHWAY 7,CO RD 121 - POWLES CORNERS,ART
638,,35,B,72.574,83.043,72.76,7.57,1.22,AC,CO RD 121 - POWLES CORNERS,ROSEDALE - TRENT CANAL BRIDGE,ART
639,,35,B,83.043,92.267,93.63,9.62,0.9,AC,ROSEDALE - TRENT CANAL BRIDGE,COBOCONK - 0.6 KM S OF SOUTH GULL RIVER BRIDG,ART
640,,35,B,92.267,107.307,87.25,9,1.16,AC,COBOCONK - 0.6 KM S OF SOUTH GULL RIVER BRIDG,VICTORIA - HALIBURTON CTY BDY,ART
641,,35,B,107.307,115.529,66.51,7.14,1.54,AC,VICTORIA - HALIBURTON CTY BDY,0.2 KM N OF MINERS BAY RD. / CLEAR LAKE RD.,ART
642,,35,B,115.529,125.908,58.21,6.18,1.49,AC,0.2 KM N OF MINERS BAY RD. / CLEAR LAKE RD.,S JCT HALIBURTON RD 121,ART
643,,35,B,125.908,130.36,85.96,9.18,1.39,AC,S JCT HALIBURTON RD 121,N JCT HALIBURTON RD 121,ART
644,,35,B,130.36,141.899,68.46,7.49,1.7,AC,N JCT HALIBURTON RD 121,1.6 KM S OF HWY 118,ART
645,,35,B,141.899,151.339,68.73,7.73,1.95,AC,1.6 KM S OF HWY 118,NORTHERLY 9.7 KM,ART
646,,35,B,151.339,164.799,92.82,9.56,0.93,AC,NORTHERLY 9.7 KM,11.3 KM N OF HALIBURTON RD 13,ART
647,,35,B,164.799,177.816,83.31,8.92,1.43,AC,11.3 KM N OF HALIBURTON RD 13,JCT HWY 117,ART
648,,35,B,177.816,195.523,71.64,7.98,1.86,AC,JCT HWY 117,HWY 60(DWIGHT),ART
649,,35,N,0,7.566,89.14,9.36,1.18,AC,NEWCASTLE - HWY 401 IC,MAIN ST N JCT - DURHAM RD 17,FWY
650,,35,N,7.566,10.89,92.89,9.5,1.4,AC,MAIN ST N JCT - DURHAM RD 17,TAUNTON ROAD - DURHAM RD 4,FWY
651,,35,N,10.89,18.814,92.89,9.5,1.5,AC,TAUNTON ROAD - DURHAM RD 4,NEWCASTLE - HWY 115,FWY
652,,35,S,0,7.566,92.89,9.5,1.17,AC,NEWCASTLE - HWY 401 IC,MAIN ST N JCT - DURHAM RD 17,FWY
653,,35,S,7.566,10.89,92.89,9.5,1.06,AC,MAIN ST N JCT - DURHAM RD 17,TAUNTON ROAD - DURHAM RD 4,FWY
654,,35,S,10.89,18.814,92.89,9.5,1.06,AC,TAUNTON ROAD - DURHAM RD 4,NEWCASTLE - HWY 115,FWY
655,,37,B,3.012,20.827,94.53,9.6,0.75,AC,HWY 401,THURLOW TWP. RD. C8-9 (LESLIE RD.),ART
656,,37,B,20.827,37.279,88.51,8.97,0.8,AC,THURLOW TWP. RD. C8-9 (LESLIE RD.),TWEED S. LTS. (JANE ST.),ART
657,,37,B,39.625,47.38,80.16,8.49,1.34,AC,TWEED N. LTS. (HOLDCROFT ST.),HWY 7,ART
658,,4,B,19.2,25.13,85.17,8.9,1.16,AC,TALBOTVILLE - JCT HWY 3,MIDDLESEX RD 35,ART
659,,4,B,49.384,51.27,91.45,9.56,1.11,AC,LONDON N LTS-0.6KM N OF SUNNING RD,1.2KM NORTH OF MEDWAY RD,ART
660,,4,B,51.27,55.691,95.09,9.55,0.62,AC,1.2KM NORTH OF MEDWAY RD,ILDERTON RD - MIDDLESEX RD 16,ART
661,,4,B,55.691,63.889,94.01,9.53,0.74,AC,ILDERTON RD - MIDDLESEX RD 16,ELGINFIELD - HWY 7,ART
662,,4,B,63.889,67.797,84.49,8.78,1.11,AC,ELGINFIELD - HWY 7,LUCAN S LTS (CON 4-5),ART
663,,4,B,69.744,87.974,77.69,8.25,1.38,AC,LUCAN N LTS- BIDDULPH RD L 3-4,EXETER S LTS - WATERLOO ST,ART
664,,4,B,91.011,102.868,92.09,9.43,0.87,AC,EXETER N. LTS,HURON RD. 12 (KIPPEN),ART
665,,4,B,102.868,117.928,89.24,9.12,0.88,AC,HURON RD. 12 (KIPPEN),CLINTON SOUTH LIMITS,ART
666,,40,B,0,6.201,76.69,8.01,1.22,AC,HWY 401 - IC,PARK AVE. - CHATHAM,ART
667,,40,B,6.201,7.4,72.27,8.39,2.27,AC,PARK AVE. - CHATHAM,PRINCE ALBERT AVE.,ART
668,,40,B,15.136,31.777,83.12,8.44,0.88,AC,CHATHAM N LTS - 0.1KM N OF PIONEER LINE,0.7KM N OF CORKTOWN LINE,ART
669,,40,B,31.777,36.079,80.67,8.28,1.02,AC,0.7KM N OF CORKTOWN LINE,WALLACEBURG LTS S - 0.6KM S OF BASELINE RD,ART
670,,40,B,40.223,42.143,92.92,9.63,1,AC,WALLACEBURG W LTS - L 8-9,KENT RD 33,ART
671,,40,B,42.143,59.73,96.04,9.65,0.61,AC,KENT RD 33,0.1 KM S OF STANLEY LINE,ART
672,,40,B,59.73,66.351,74.73,7.88,1.16,CO,0.1 KM S OF STANLEY LINE,0.22KM SOUTH OF COURTRIGHT LN-LAMBTON RD 80,ART
673,,40,B,66.351,71.867,81.89,8.65,1.11,CO,0.22KM SOUTH OF COURTRIGHT LN-LAMBTON RD 80,0.03KM SOUTH OF ROKEBY LINE,ART
674,,40,B,83.267,89.267,81.01,8.06,0.71,AC,MCGREGOR RD N - SARNIA,WELLINGTON ST,ART
675,,40,N,71.867,74.554,95.94,9.69,0.63,CO,0.03KM SOUTH OF ROKEBY LINE,PETROLIA LINE - LAMBTON RD 4,ART
676,,40,N,74.554,80.067,60.53,6.62,1.48,CO,PETROLIA LINE - LAMBTON RD 4,CHURCHILL RD - OLD HWY 40,ART
677,,40,N,80.067,83.267,53.83,4.96,0.4,AC,CHURCHILL RD - OLD HWY 40,MCGREGOR RD N - SARNIA,ART
678,,40,N,89.267,91.367,70.04,7.67,1.7,AC,WELLINGTON ST,HWY 40 ENDS,ART
679,,40,S,71.867,74.554,93.64,9.58,0.76,CO,0.03KM SOUTH OF ROKEBY LINE,PETROLIA LINE - LAMBTON RD 4,ART
680,,40,S,74.554,80.067,90.99,9.49,0.93,CO,PETROLIA LINE - LAMBTON RD 4,CHURCHILL RD - OLD HWY 40,ART
681,,40,S,80.067,83.267,66.24,6.94,1.33,AC,CHURCHILL RD - OLD HWY 40,MCGREGOR RD N - SARNIA,ART
682,,40,S,89.267,91.367,69.2,7.6,1.73,AC,WELLINGTON ST,HWY 40 ENDS,ART
683,,400,E,0,1.612,69.58,8.76,2.31,CO,NORTH YORK - MAPLE LEAF RD,NORTH YORK - HWY 401 IC-21,FWY
684,,400,N,1.612,8.108,86.58,8.88,0.95,AC,NORTH YORK - HWY 401 IC-21,NORTH YORK - STEELES AV IC-27,FWY
685,,400,N,8.108,10.22,87.25,9,1,AC,NORTH YORK - STEELES AV IC-27,VAUGHAN - HWY 7 IC-29,FWY
686,,400,N,10.22,12.267,87.25,9,0.9,AC,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,FWY
687,,400,N,12.267,16.513,89.45,9.07,0.79,AC,LANGSTAFF RD IC-30,VAUGHAN-MAJ MACKENZIE DR IC-35,FWY
688,,400,N,16.513,24.884,92.81,9.5,0.86,AC,VAUGHAN-MAJ MACKENZIE DR IC-35,YORK RD 11 IC-43(TO KING CITY),FWY
689,,400,N,24.884,37.31,87.25,9,1.04,AC,YORK RD 11 IC-43(TO KING CITY),HWY 9 IC-55,FWY
690,,400,N,37.31,39.7,90.16,9.41,1.11,AC,HWY 9 IC-55,YORK-SIMCOE BDY (.5KM S OF N CANAL RD IC-58),FWY
691,,400,N,39.7,57.208,87.98,8.94,0.83,AC,YORK-SIMCOE BDY (.5KM S OF N CANAL RD IC-58),HWY 89 IC-75,FWY
692,,400,N,57.208,67.44,87.69,8.96,0.9,AC,HWY 89 IC-75,0.6 KM N OF INNISFILL BEACH RD,FWY
693,,400,N,67.44,75.7,92.89,9.5,0.93,AC,0.6 KM N OF INNISFILL BEACH RD,BARRIE - S JCT HWY 27 - ESSA RD,FWY
694,,400,N,75.7,85.349,71.66,7.55,1.34,AC,BARRIE - S JCT HWY 27 - ESSA RD,HWY 400 EXT,FWY
695,,400,N,85.349,92.507,89.9,9.17,0.85,AC,HWY 400 EXT,FORBES RD IC-111 - SIMCOE RD 11,FWY
696,,400,N,92.507,102.296,89.2,8.97,0.71,AC,FORBES RD IC-111 - SIMCOE RD 11,HWY 93 IC-121,FWY
697,,400,N,102.296,117.598,86.12,8.62,0.7,AC,HWY 93 IC-121,SIMCOE RD 19,FWY
698,,400,N,117.598,128.906,79.53,8.11,0.96,AC,SIMCOE RD 19,N JCT HWY 12/SIMCOE RD 16,FWY
699,,400,N,128.906,136.001,59.2,6.27,1.47,AC,N JCT HWY 12/SIMCOE RD 16,SEVERN RIVER BRIDGE (SW REG BDY),FWY
700,,400,N,136.001,137.276,76.16,8.11,1.41,AC,SEVERN RIVER BRIDGE (SW REG BDY),MUSKOKA RD 5,FWY
701,,400,N,137.276,149.721,75.56,7.65,0.94,AC,MUSKOKA RD 5,1.0 KM S OF CROOKED BAY RD,FWY
702,,400,N,149.721,158.808,78.08,7.89,0.89,AC,1.0 KM S OF CROOKED BAY RD,1.0 KM N OF GIBSON R BR,FWY
703,,400,N,158.808,162.917,79,8.14,1.07,AC,1.0 KM N OF GIBSON R BR,MUSQUASH R BR,FWY
704,,400,N,162.917,169.469,48,5.07,1.52,AC,MUSQUASH R BR,2 KM N OF MUSKOKA RD 12,FWY
705,,400,N,169.469,179.773,88.1,9.07,0.97,AC,2 KM N OF MUSKOKA RD 12,HEALEY LK RD UP,FWY
706,,400,N,179.773,193.974,89.14,9.01,0.76,AC,HEALEY LK RD UP,4.1 KM N OF HWY 141,FWY
707,,400,N,193.974,200.309,91.61,9.31,0.79,AC,4.1 KM N OF HWY 141,1.5 KM N OF SEGUIN TRAIL,FWY
708,,400,N,200.309,210.517,93.28,9.52,0.82,AC,1.5 KM N OF SEGUIN TRAIL,0.3KM S OF MILL LAKE BRIDGE,FWY
709,,400,N,210.517,226.383,72.46,7.54,1.22,AC,0.3KM S OF MILL LAKE BRIDGE,END OF DIVIDED HWY (START OF HWY 69),FWY
710,,400,S,1.612,8.108,90.97,9.36,0.94,AC,NORTH YORK - HWY 401 IC-21,NORTH YORK - STEELES AV IC-27,FWY
711,,400,S,8.108,10.22,92.89,9.5,1.14,AC,NORTH YORK - STEELES AV IC-27,VAUGHAN - HWY 7 IC-29,FWY
712,,400,S,10.22,12.267,87.25,9,1.13,AC,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,FWY
713,,400,S,12.267,16.513,86.68,8.8,0.84,AC,LANGSTAFF RD IC-30,VAUGHAN-MAJ MACKENZIE DR IC-35,FWY
714,,400,S,16.513,24.884,94.58,9.59,0.73,AC,VAUGHAN-MAJ MACKENZIE DR IC-35,YORK RD 11 IC-43(TO KING CITY),FWY
715,,400,S,24.884,37.31,87.25,9,1.12,AC,YORK RD 11 IC-43(TO KING CITY),HWY 9 IC-55,FWY
716,,400,S,37.31,39.7,83.98,8.84,1.25,AC,HWY 9 IC-55,YORK-SIMCOE BDY (.5 KM S OF N CANAL RD IC-58),FWY
717,,400,S,39.7,57.208,86.94,8.87,0.89,AC,YORK-SIMCOE BDY (.5 KM S OF N CANAL RD IC-58),HWY 89 IC-75,FWY
718,,400,S,57.208,67.44,88.62,9.13,0.98,AC,HWY 89 IC-75,0.6 KM N OF INNISFILL BEACH RD,FWY
719,,400,S,67.44,75.7,92.89,9.5,0.92,AC,0.6 KM N OF INNISFILL BEACH RD,BARRIE - S JCT HWY 27 - ESSA RD,FWY
720,,400,S,75.7,85.349,72.85,7.77,1.45,AC,BARRIE - S JCT HWY 27 - ESSA RD,HWY 400 EXT,FWY
721,,400,S,85.349,92.507,85.66,8.74,0.9,AC,HWY 400 EXT,FORBES RD IC-111 - SIMCOE RD 11,FWY
722,,400,S,92.507,102.296,79.17,8.07,0.96,AC,FORBES RD IC-111 - SIMCOE RD 11,HWY 93 IC-121,FWY
723,,400,S,102.296,117.598,90.73,9.17,0.74,AC,HWY 93 IC-121,SIMCOE RD 19,FWY
724,,400,S,117.598,128.906,81.42,8.47,1.14,AC,SIMCOE RD 19,N JCT HWY 12/SIMCOE RD 16,FWY
725,,400,S,128.906,136.001,86.83,8.89,0.93,AC,N JCT HWY 12/SIMCOE RD 16,SEVERN RIVER BRIDGE (SW REG BDY),FWY
726,,400,S,136.001,137.276,70.71,7.43,1.32,AC,SEVERN RIVER BRIDGE (SW REG BDY),MUSKOKA RD 5,FWY
727,,400,S,137.276,149.721,71.92,7.33,1.04,AC,MUSKOKA RD 5,1.0 KM S OF CROOKED BAY RD,FWY
728,,400,S,149.721,158.808,81.59,9.08,1.85,AC,1.0 KM S OF CROOKED BAY RD,1.0 KM N OF GIBSON R BR,FWY
729,,400,S,158.808,162.917,74,7.84,1.38,AC,1.0 KM N OF GIBSON R BR,MUSQUASH R BR,FWY
730,,400,S,162.917,169.469,55.77,5.62,1.14,AC,MUSQUASH R BR,2 KM N OF MUSKOKA RD 12,FWY
731,,400,S,169.469,179.773,85.41,8.75,0.95,AC,2 KM N OF MUSKOKA RD 12,HEALEY LK RD UP,FWY
732,,400,S,179.773,193.974,86.07,8.78,0.9,AC,HEALEY LK RD UP,4.1 KM N OF HWY 141,FWY
733,,400,S,193.974,200.309,89.17,9.13,0.9,AC,4.1 KM N OF HWY 141,1.5 KM N OF SEGUIN TRAIL,FWY
734,,400,S,200.309,210.517,91.37,9.42,0.96,AC,1.5 KM N OF SEGUIN TRAIL,0.3KM S OF MILL LAKE BRIDGE,FWY
735,,400,S,210.517,226.383,82.29,8.58,1.16,AC,0.3KM S OF MILL LAKE BRIDGE,END OF DIVIDED HWY (START OF HWY 69),FWY
736,,400,W,0,1.612,72.92,8.6,1.88,CO,NORTH YORK - MAPLE LEAF RD,NORTH YORK - HWY 401 IC-21,FWY
737,,400,N,0,1.1,73.3,7.65,1.24,AC,JCT HWYS 400 & 400 EXT,HWYS 11/93 IC OP,FWY
738,,400,S,0,1.1,82.78,8.59,1.11,AC,JCT HWYS 400 & 400 EXT,HWYS 11/93 IC OP,FWY
739,,400,N,10.22,12.267,92.32,9.5,0.89,CO,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,FWY
740,,400,S,10.22,12.267,78.62,7.95,0.86,CO,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,FWY
741,,401,E,0,14.387,86.04,9,1.69,CO,QUEBEC-ONTARIO BDY,LANCASTER-HWYS 2-34 IC-814,FWY
742,,401,E,14.387,31.985,91.25,9.4,0.83,CO,LANCASTER-HWYS 2-34 IC-814,CORNWALL E LTS- BOUNDARY RD IC-796,FWY
743,,401,E,31.985,50.15,92.32,9.5,1.92,CO,CORNWALL E LTS- BOUNDARY RD IC-796,MOULINETTE RD IC-778,FWY
744,,401,E,50.15,69.727,74.21,8.16,1.42,CO,MOULINETTE RD IC-778,UPPER CANADA RD IC-758,FWY
745,,401,E,69.727,90.221,92.89,9.5,1.75,AC,UPPER CANADA RD IC-758,CARMAN RD IC-738,FWY
746,,401,E,90.221,98.099,82.03,9.05,1.32,CO,CARMAN RD IC-738,CARDINAL-SHANLY RD IC-730,FWY
747,,401,E,98.099,106.79,79.19,8.27,1.06,CO,CARDINAL-SHANLY RD IC-730,HWY 16 INT. 721,FWY
748,,401,E,106.79,123.22,90.01,9.35,0.91,CO,HWY 16 INT. 721,MAITLAND RD. INT.(705),FWY
749,,401,E,123.22,141.499,68.34,7.57,1.5,CO,MAITLAND RD. INT.(705),HWY 2 INT (687),FWY
750,,401,E,141.499,152.588,80.08,8.3,1.14,AC,HWY 2 INT (687),MALLORYTOWN RD. INT(675),FWY
751,,401,E,152.588,166.84,89.96,9.23,0.92,AC,MALLORYTOWN RD. INT(675),HWY 137 INT (661),FWY
752,,401,E,166.84,182.86,93.58,9.52,0.78,AC,HWY 137 INT (661),HWY 32 INT (645),FWY
753,,401,E,182.86,195.937,91.97,9.39,0.84,AC,HWY 32 INT (645),JOYCEVILLE RD. INT.(632),FWY
754,,401,E,195.937,204.354,84.94,8.84,1.12,AC,JOYCEVILLE RD. INT.(632),HWY 15 IC-623,FWY
755,,401,E,204.354,206.613,91.64,9.37,0.86,AC,HWY 15 IC-623,CATARAQUI R. BR.(PITT-KING TWP BDY),FWY
756,,401,E,206.613,208.277,86.07,8.88,1.02,AC,CATARAQUI R. BR.(PITT-KING TWP BDY),MONTREAL ST IC- 619,FWY
757,,401,E,208.277,214.799,80.99,8.37,1.08,AC,MONTREAL ST IC- 619,SYDENHAM RD,FWY
758,,401,E,214.799,220.646,83.76,8.64,1.04,AC,SYDENHAM RD,3.6KM WEST OF HWY 38 INT,FWY
759,,401,E,220.646,234.56,79,8.42,1.19,CO,3.6KM WEST OF HWY 38 INT,HWY 133 INT.(593),FWY
760,,401,E,234.56,249.15,81.41,8.69,1.18,CO,HWY 133 INT.(593),HWY 41 INT.(579),FWY
761,,401,E,249.15,264.866,89.33,9.09,0.83,AC,HWY 41 INT (579),WYMANS RD,FWY
762,,401,E,264.866,284.51,85.94,8.72,0.84,AC,WYMANS RD,HWY 37 INT (544),FWY
763,,401,E,284.51,302.566,93.22,9.48,0.78,AC,HWY 37 INT (544),HWY 33 INT(525),FWY
764,,401,E,302.566,314.83,83.4,8.58,1.01,AC,HWY 33 INT(525),1.1 KM E OF NORTHUMBERLAND RD 26,FWY
765,,401,E,314.83,325.112,89.55,9.11,0.83,AC,1.1 KM E OF NORTHUMBERLAND RD 26,0.8 KM W OF LITTLE LAKE ROAD,FWY
766,,401,E,325.112,338.791,95.09,9.63,0.71,AC,0.8 KM W OF LITTLE LAKE ROAD,2.0 KM E OF LYLE ST -CR23,FWY
767,,401,E,338.791,348.562,93.94,9.58,0.81,AC,2.0 KM E OF LYLE ST -CR23,2.2 KM E OF NAGLE RD UP,FWY
768,,401,E,348.562,355.34,92.62,9.46,0.84,AC,2.2 KM E OF NAGLE RD UP,BURNHAM ST IC-472 CO RD 18 COBOURG,FWY
769,,401,E,355.34,363.031,95.25,9.68,0.75,AC,BURNHAM ST IC-472 CO RD 18 COBOURG,300M E OF CO RD 28 IC-464,FWY
770,,401,E,363.031,366.857,81.55,8.4,1.04,AC,300M E OF CO RD 28 IC-464,300 M W OF CO RD 2 IC-461,FWY
771,,401,E,366.857,372.14,93.48,9.43,0.69,AC,300 M W OF CO RD 2 IC-461,1.0 KM W OF WESLEYVILLE IC-456,FWY
772,,401,E,372.14,376.5,94.35,9.58,0.75,AC,1.0 KM W OF WESLEYVILLE IC-456,DURHAM-NORTHUMBERLAND DBY,FWY
773,,401,E,376.5,383.057,94.03,9.57,0.78,AC,DURHAM-NORTHUMBERLAND DBY,MORGANS CORNER RD UNDERPASS,FWY
774,,401,E,383.057,391.015,93.83,9.59,0.83,AC,MORGANS CORNER RD UNDERPASS,NEWCASTLE - HWY 35/155 IC-436,FWY
775,,401,E,391.015,402.537,87.1,8.87,0.87,AC,NEWCASTLE - HWY 35/155 IC-436,OSHAWA - COURTICE RD,FWY
776,,401,E,402.537,412.138,83.25,8.46,0.89,AC,OSHAWA - COURTICE RD,OSHAWA-STEVENSON RD,FWY
777,,401,E,412.138,420.927,87.7,9.05,1,AC,OSHAWA-STEVENSON RD,LAKERIDGE RD,FWY
778,,401,E,420.927,424.196,85.06,8.82,1.08,AC,LAKERIDGE RD,AJAX-HARWOOD AV,FWY
779,,401,E,424.196,428.117,83.95,8.72,1.11,AC,AJAX-HARWOOD AV,PICKERING-BROCK RD,FWY
780,,401,E,428.117,434.389,83.99,8.79,1.02,CO,PICKERING-BROCK RD,PICKERING:ROUGEMOUNT DR UP,FWY
